date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:38	239/239	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:37%20GMT	https://thalya.ma/static/images/third-section-image2-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/third-section-image2-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:38	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:37%20GMT	https://thalya.ma/static/images/fourth-section-bg-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fourth-section-bg-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:38	246/246	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:38%20GMT	https://thalya.ma/static/images/fourth-section-bottle-image-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fourth-section-bottle-image-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:39	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:38%20GMT	https://thalya.ma/static/images/img-nlp-10.webp	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/img-nlp-10.webp	(from https://thalya.ma/static/css/style.retina.css)
15:01:39	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:38%20GMT	https://thalya.ma/static/images/img-nlp-11.webp	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/img-nlp-11.webp	(from https://thalya.ma/static/css/style.retina.css)
15:01:39	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:39%20GMT	https://thalya.ma/static/images/img-nlp-12.webp	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/img-nlp-12.webp	(from https://thalya.ma/static/css/style.retina.css)
15:01:39	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:39%20GMT	https://thalya.ma/static/images/img-nlp-13.webp	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/img-nlp-13.webp	(from https://thalya.ma/static/css/style.retina.css)
15:01:40	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:39%20GMT	https://thalya.ma/static/images/img-nlp-14.webp	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/img-nlp-14.webp	(from https://thalya.ma/static/css/style.retina.css)
15:01:40	233/233	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:39%20GMT	https://thalya.ma/static/images/six-section-bg-2x.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/six-section-bg-2x.jpg	(from https://thalya.ma/static/css/style.retina.css)
15:01:40	244/244	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:40%20GMT	https://thalya.ma/static/images/six-section-bottles-image-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/six-section-bottles-image-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:41	238/238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:40%20GMT	https://thalya.ma/static/images/footer-section-logo-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/footer-section-logo-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:41	244/244	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:40%20GMT	https://thalya.ma/static/images/footer-seciton-cards-icon-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/footer-seciton-cards-icon-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:41	243/243	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:40%20GMT	https://thalya.ma/static/images/footer-section-info-icon-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/footer-section-info-icon-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:41	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:40%20GMT	https://thalya.ma/static/images/icon-usa-flag-2x.gif	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-usa-flag-2x.gif	(from https://thalya.ma/static/css/style.retina.css)
15:01:41	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:41%20GMT	https://thalya.ma/static/images/order-arrow-image-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/order-arrow-image-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:42	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:41%20GMT	https://thalya.ma/static/images/icon-satisfaction-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-satisfaction-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:42	228/228	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:41%20GMT	https://thalya.ma/static/images/icon-gift-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-gift-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:42	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:41%20GMT	https://thalya.ma/static/images/icon-delivery-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-delivery-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:42	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:42%20GMT	https://thalya.ma/static/images/icon-question-2x.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-question-2x.jpg	(from https://thalya.ma/static/css/style.retina.css)
15:01:43	239/239	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:42%20GMT	https://thalya.ma/static/images/sticker-bottom-image-2x.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/sticker-bottom-image-2x.png	(from https://thalya.ma/static/css/style.retina.css)
15:01:43	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:42%20GMT	https://thalya.ma/static/images/fifth-section-image1.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fifth-section-image1.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:43	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:42%20GMT	https://thalya.ma/static/images/fifth-section-image2.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fifth-section-image2.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:43	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:43%20GMT	https://thalya.ma/static/images/fifth-section-image3.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fifth-section-image3.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:44	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:43%20GMT	https://thalya.ma/static/images/fifth-section-image4.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fifth-section-image4.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:44	236/236	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:43%20GMT	https://thalya.ma/static/images/fifth-section-image5.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/fifth-section-image5.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:44	229/229	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jan%202022%2014:01:43%20GMT	https://thalya.ma/static/images/icon-ok-green.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/icon-ok-green.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:45	21143/21143	---M--	200	added ('OK')	image/png	etag:%225297-5cff2e3c40ed5%22	https://thalya.ma/static/images/lp-1/divider.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-1/divider.png	(from https://thalya.ma/static/css/custom-new.css?v=3456789dfghjk)
15:01:45	10118/10118	---M--	200	added ('OK')	image/png	etag:%222786-5cff2e304afa1%22	https://thalya.ma/static/favicon/ms-icon-144x144.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/favicon/ms-icon-144x144.png	(from https://thalya.ma/precieuse-oil.php)
15:01:45	10328/10328	---M-Z	200	added ('OK')	text/css	etag:%222858-5d01606d47c80-gzip%22	https://thalya.ma/static/css/custom.css?v=11111222333	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/css/customb08a.css	(from https://thalya.ma/precieuse-oil.php)
15:01:46	135483/135483	---M--	200	added ('OK')	image/jpeg	etag:%222113b-5d0164ba0ef93%22	https://thalya.ma/static/images/lp-4/home-4-v3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-4/home-4-v3.jpg	(from https://thalya.ma/precieuse-oil.php)
15:01:47	96614/96614	---M--	200	added ('OK')	image/jpeg	etag:%2217966-5d004a33dd4bb%22	https://thalya.ma/static/images/lp-4/ingr-4.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-4/ingr-4.jpg	(from https://thalya.ma/precieuse-oil.php)
15:01:47	73435/73435	---M--	200	added ('OK')	image/jpeg	etag:%2211edb-5d004ae196a61%22	https://thalya.ma/static/images/lp-4/p1-4.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-4/p1-4.jpg	(from https://thalya.ma/precieuse-oil.php)
15:01:47	149482/149482	---M--	200	added ('OK')	image/png	etag:%22247ea-5d004a75acbc3%22	https://thalya.ma/static/images/lp-4/utilisation-4.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-4/utilisation-4.png	(from https://thalya.ma/precieuse-oil.php)
15:01:48	168277/168277	---M--	200	added ('OK')	image/png	etag:%2229155-5d0049f93a25c%22	https://thalya.ma/static/images/lp-4/first-4.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-4/first-4.png	(from https://thalya.ma/precieuse-oil.php)
15:01:48	227457/227457	---M--	200	added ('OK')	image/jpeg	etag:%2237881-5d200418f8a62%22	https://thalya.ma/static/images/lp-1/p1.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-1/p1.jpg	(from https://thalya.ma/precieuse-oil.php)
15:01:48	143280/143280	---M--	200	added ('OK')	image/jpeg	etag:%2222fb0-5d01658e8953f%22	https://thalya.ma/static/images/lp-3/home-3-v3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/home-3-v3.jpg	(from https://thalya.ma/precieuse-night.php)
15:01:49	60431/60431	---M--	200	added ('OK')	image/jpeg	etag:%22ec0f-5d0045b76d99d%22	https://thalya.ma/static/images/lp-3/ingr-3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/ingr-3.jpg	(from https://thalya.ma/precieuse-night.php)
15:01:49	149191/149191	---M--	200	added ('OK')	image/png	etag:%22246c7-5d004699d4dd7%22	https://thalya.ma/static/images/lp-3/utilisation-3.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/utilisation-3.png	(from https://thalya.ma/precieuse-night.php)
15:01:49	83054/83054	---M--	200	added ('OK')	image/jpeg	etag:%221446e-5d00477651a27%22	https://thalya.ma/static/images/lp-3/p1-3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/p1-3.jpg	(from https://thalya.ma/precieuse-night.php)
15:01:49	123634/123634	---M--	200	added ('OK')	image/png	etag:%221e2f2-5d00425ab1826%22	https://thalya.ma/static/images/lp-3/first-3.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/first-3.png	(from https://thalya.ma/precieuse-night.php)
15:01:49	86154/86154	---M--	200	added ('OK')	image/jpeg	etag:%221508a-5d0047c7b51ab%22	https://thalya.ma/static/images/lp-3/p2-3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-3/p2-3.jpg	(from https://thalya.ma/precieuse-night.php)
15:01:49	10328/10328	---M-Z	200	added ('OK')	text/css	etag:%222858-5d01606d47c80-gzip%22	https://thalya.ma/static/css/custom.css?v=45678	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/css/custome697.css	(from https://thalya.ma/precieuse-day.php)
15:01:50	139695/139695	---M--	200	added ('OK')	image/jpeg	etag:%22221af-5d01649ce188c%22	https://thalya.ma/static/images/lp-2/home-2-v3.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/home-2-v3.jpg	(from https://thalya.ma/precieuse-day.php)
15:01:50	73219/73219	---M--	200	added ('OK')	image/jpeg	etag:%2211e03-5d00389bf6e90%22	https://thalya.ma/static/images/lp-2/ingr.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/ingr.jpg	(from https://thalya.ma/precieuse-day.php)
15:01:50	167413/167413	---M--	200	added ('OK')	image/png	etag:%2228df5-5d003cc169b26%22	https://thalya.ma/static/images/lp-2/utilisa.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/utilisa.png	(from https://thalya.ma/precieuse-day.php)
15:01:50	133989/133989	---M--	200	added ('OK')	image/png	etag:%2220b65-5d00343a9f6bd%22	https://thalya.ma/static/images/lp-2/thalya-1.png	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/thalya-1.png	(from https://thalya.ma/precieuse-day.php)
15:01:51	108978/108978	---M--	200	added ('OK')	image/jpeg	etag:%221a9b2-5d00407175f64%22	https://thalya.ma/static/images/lp-2/p-a.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/p-a.jpg	(from https://thalya.ma/precieuse-day.php)
15:01:51	94989/94989	---M--	200	added ('OK')	image/jpeg	etag:%221730d-5d00407083c29%22	https://thalya.ma/static/images/lp-2/p-b.jpg	C:/Users/Nizar/Desktop/thaliya/thalya.ma/static/images/lp-2/p-b.jpg	(from https://thalya.ma/precieuse-day.php)
